Sektor,Kjonn,Alder,ForelopigEndelig,ContentsCode,Tid,value
Sum alle sektorer,Begge kjønn,Alle aldre,Foreløpige tall,Antall lønnstakere,2016M01,2402566
Sum alle sektorer,Begge kjønn,Alle aldre,Foreløpige tall,Antall lønnstakere,2017M01,2413375
Sum alle sektorer,Begge kjønn,Alle aldre,Foreløpige tall,Antall lønnstakere,2018M01,2462043
Sum alle sektorer,Begge kjønn,Alle aldre,Foreløpige tall,Antall lønnstakere,2019M01,2504834
Sum alle sektorer,Begge kjønn,Alle aldre,Foreløpige tall,Antall lønnstakere,2020M01,2525254
Sum alle sektorer,Begge kjønn,Alle aldre,Foreløpige tall,Antall lønnstakere,2021M01,2501327
Sum alle sektorer,Begge kjønn,Alle aldre,Foreløpige tall,Antall lønnstakere,2022M01,2591375
Sum alle sektorer,Begge kjønn,Alle aldre,Foreløpige tall,Antall lønnstakere,2023M01,2653208
Sum alle sektorer,Begge kjønn,Alle aldre,Foreløpige tall,Antall lønnstakere,2024M01,2695959
Sum alle sektorer,Begge kjønn,Alle aldre,Foreløpige tall,Antall jobber (arbeidsforhold),2016M01,2628708
Sum alle sektorer,Begge kjønn,Alle aldre,Foreløpige tall,Antall jobber (arbeidsforhold),2017M01,2645549
Sum alle sektorer,Begge kjønn,Alle aldre,Foreløpige tall,Antall jobber (arbeidsforhold),2018M01,2707827
Sum alle sektorer,Begge kjønn,Alle aldre,Foreløpige tall,Antall jobber (arbeidsforhold),2019M01,2753166
Sum alle sektorer,Begge kjønn,Alle aldre,Foreløpige tall,Antall jobber (arbeidsforhold),2020M01,2781729
Sum alle sektorer,Begge kjønn,Alle aldre,Foreløpige tall,Antall jobber (arbeidsforhold),2021M01,2743216
Sum alle sektorer,Begge kjønn,Alle aldre,Foreløpige tall,Antall jobber (arbeidsforhold),2022M01,2864501
Sum alle sektorer,Begge kjønn,Alle aldre,Foreløpige tall,Antall jobber (arbeidsforhold),2023M01,2936225
Sum alle sektorer,Begge kjønn,Alle aldre,Foreløpige tall,Antall jobber (arbeidsforhold),2024M01,2990879
Sum alle sektorer,Begge kjønn,Alle aldre,Foreløpige tall,Gjennomsnittlig kontantlønn (kr),2016M01,35100
Sum alle sektorer,Begge kjønn,Alle aldre,Foreløpige tall,Gjennomsnittlig kontantlønn (kr),2017M01,35320
Sum alle sektorer,Begge kjønn,Alle aldre,Foreløpige tall,Gjennomsnittlig kontantlønn (kr),2018M01,36370
Sum alle sektorer,Begge kjønn,Alle aldre,Foreløpige tall,Gjennomsnittlig kontantlønn (kr),2019M01,37480
Sum alle sektorer,Begge kjønn,Alle aldre,Foreløpige tall,Gjennomsnittlig kontantlønn (kr),2020M01,38900
Sum alle sektorer,Begge kjønn,Alle aldre,Foreløpige tall,Gjennomsnittlig kontantlønn (kr),2021M01,40130
Sum alle sektorer,Begge kjønn,Alle aldre,Foreløpige tall,Gjennomsnittlig kontantlønn (kr),2022M01,41510
Sum alle sektorer,Begge kjønn,Alle aldre,Foreløpige tall,Gjennomsnittlig kontantlønn (kr),2023M01,43300
Sum alle sektorer,Begge kjønn,Alle aldre,Foreløpige tall,Gjennomsnittlig kontantlønn (kr),2024M01,45880
Sum alle sektorer,Begge kjønn,Alle aldre,Endelige tall,Antall lønnstakere,2016M01,2467086
Sum alle sektorer,Begge kjønn,Alle aldre,Endelige tall,Antall lønnstakere,2017M01,2502032
Sum alle sektorer,Begge kjønn,Alle aldre,Endelige tall,Antall lønnstakere,2018M01,2541150
Sum alle sektorer,Begge kjønn,Alle aldre,Endelige tall,Antall lønnstakere,2019M01,2588938
Sum alle sektorer,Begge kjønn,Alle aldre,Endelige tall,Antall lønnstakere,2020M01,2618397
Sum alle sektorer,Begge kjønn,Alle aldre,Endelige tall,Antall lønnstakere,2021M01,2576025
Sum alle sektorer,Begge kjønn,Alle aldre,Endelige tall,Antall lønnstakere,2022M01,2673015
Sum alle sektorer,Begge kjønn,Alle aldre,Endelige tall,Antall lønnstakere,2023M01,2739916
Sum alle sektorer,Begge kjønn,Alle aldre,Endelige tall,Antall lønnstakere,2024M01,2766852
Sum alle sektorer,Begge kjønn,Alle aldre,Endelige tall,Antall jobber (arbeidsforhold),2016M01,2691231
Sum alle sektorer,Begge kjønn,Alle aldre,Endelige tall,Antall jobber (arbeidsforhold),2017M01,2734402
Sum alle sektorer,Begge kjønn,Alle aldre,Endelige tall,Antall jobber (arbeidsforhold),2018M01,2783635
Sum alle sektorer,Begge kjønn,Alle aldre,Endelige tall,Antall jobber (arbeidsforhold),2019M01,2838766
Sum alle sektorer,Begge kjønn,Alle aldre,Endelige tall,Antall jobber (arbeidsforhold),2020M01,2874162
Sum alle sektorer,Begge kjønn,Alle aldre,Endelige tall,Antall jobber (arbeidsforhold),2021M01,2818219
Sum alle sektorer,Begge kjønn,Alle aldre,Endelige tall,Antall jobber (arbeidsforhold),2022M01,2948991
Sum alle sektorer,Begge kjønn,Alle aldre,Endelige tall,Antall jobber (arbeidsforhold),2023M01,3029837
Sum alle sektorer,Begge kjønn,Alle aldre,Endelige tall,Antall jobber (arbeidsforhold),2024M01,3067338
Sum alle sektorer,Begge kjønn,Alle aldre,Endelige tall,Gjennomsnittlig kontantlønn (kr),2016M01,33820
Sum alle sektorer,Begge kjønn,Alle aldre,Endelige tall,Gjennomsnittlig kontantlønn (kr),2017M01,34200
Sum alle sektorer,Begge kjønn,Alle aldre,Endelige tall,Gjennomsnittlig kontantlønn (kr),2018M01,35140
Sum alle sektorer,Begge kjønn,Alle aldre,Endelige tall,Gjennomsnittlig kontantlønn (kr),2019M01,36310
Sum alle sektorer,Begge kjønn,Alle aldre,Endelige tall,Gjennomsnittlig kontantlønn (kr),2020M01,37810
Sum alle sektorer,Begge kjønn,Alle aldre,Endelige tall,Gjennomsnittlig kontantlønn (kr),2021M01,39020
Sum alle sektorer,Begge kjønn,Alle aldre,Endelige tall,Gjennomsnittlig kontantlønn (kr),2022M01,40290
Sum alle sektorer,Begge kjønn,Alle aldre,Endelige tall,Gjennomsnittlig kontantlønn (kr),2023M01,42090
Sum alle sektorer,Begge kjønn,Alle aldre,Endelige tall,Gjennomsnittlig kontantlønn (kr),2024M01,44830
Sum alle sektorer,Begge kjønn,Under 25 år,Foreløpige tall,Antall lønnstakere,2016M01,305786
Sum alle sektorer,Begge kjønn,Under 25 år,Foreløpige tall,Antall lønnstakere,2017M01,301857
Sum alle sektorer,Begge kjønn,Under 25 år,Foreløpige tall,Antall lønnstakere,2018M01,306802
Sum alle sektorer,Begge kjønn,Under 25 år,Foreløpige tall,Antall lønnstakere,2019M01,310904
Sum alle sektorer,Begge kjønn,Under 25 år,Foreløpige tall,Antall lønnstakere,2020M01,314262
Sum alle sektorer,Begge kjønn,Under 25 år,Foreløpige tall,Antall lønnstakere,2021M01,302954
Sum alle sektorer,Begge kjønn,Under 25 år,Foreløpige tall,Antall lønnstakere,2022M01,326988
Sum alle sektorer,Begge kjønn,Under 25 år,Foreløpige tall,Antall lønnstakere,2023M01,343336
Sum alle sektorer,Begge kjønn,Under 25 år,Foreløpige tall,Antall lønnstakere,2024M01,351701
Sum alle sektorer,Begge kjønn,Under 25 år,Foreløpige tall,Antall jobber (arbeidsforhold),2016M01,351443
